_id,type,geometry,properties,id
5f1654394b8c2a921306bae5,Feature,"{'type': 'LineString', 'coordinates': [[-99.43914, 36.82577], [-99.43843, 36.82183], [-99.43842, 36.8179], [-99.43842, 36.81396], [-99.43841, 36.81002], [-99.437, 36.80609], [-99.43418, 36.80272], [-99.43418, 36.80215], [-99.43206, 36.79822], [-99.43206, 36.79429], [-99.43205, 36.79035], [-99.43204, 36.78641], [-99.43204, 36.78248], [-99.43203, 36.77854], [-99.43132, 36.7746], [-99.43131, 36.77067], [-99.43131, 36.76673], [-99.43411, 36.76054], [-99.42919, 36.75999], [-99.42426, 36.75774], [-99.42426, 36.75718], [-99.42004, 36.75438], [-99.41933, 36.75325], [-99.41652, 36.74932], [-99.41511, 36.74764], [-99.4144, 36.74539], [-99.41369, 36.74145], [-99.41087, 36.73752], [-99.40946, 36.73528]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'ONEOK Gas Transmission LLC', 'Shape_Leng': 0.10595949581, 'Shape__Len': 14111.7586185783}",368
5f16543b4b8c2a92130718a6,Feature,"{'type': 'LineString', 'coordinates': [[-103.2637, 32.52141], [-103.26398, 32.52165]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'Public Service Co. of NM', 'Shape_Leng': 0.00036998649, 'Shape__Len': 44.6522044231987}",24371
5f1654394b8c2a921306baef,Feature,"{'type': 'LineString', 'coordinates': [[-99.38177, 36.68395], [-99.37634, 36.68192], [-99.36959, 36.68353]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'ONEOK Gas Transmission LLC', 'Shape_Leng': 0.01273296027, 'Shape__Len': 1450.50322458298}",386
5f16543b4b8c2a92130724ec,Feature,"{'type': 'LineString', 'coordinates': [[-104.20597, 46.36177], [-104.11674, 46.24998]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Williston Basin Interstate PL Co.', 'Shape_Leng': 0.14302791637, 'Shape__Len': 20570.0557917584}",27513
5f16543a4b8c2a921307094e,Feature,"{'type': 'LineString', 'coordinates': [[-95.38291, 34.92512], [-95.39949, 34.88205]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Ozark Gas Transmission, LLC', 'Shape_Leng': 0.04615150008, 'Shape__Len': 6130.71395682357}",20445
5f1654394b8c2a921306bcb5,Feature,"{'type': 'LineString', 'coordinates': [[-89.98586, 28.41565], [-90.00442, 28.42491], [-90.25874, 28.4476]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Discovery Pipeline System', 'Shape_Leng': 0.27607983068, 'Shape__Len': 30832.4686329519}",841
5f1654394b8c2a921306dd40,Feature,"{'type': 'LineString', 'coordinates': [[-75.3232, 44.25798], [-75.32701, 44.25145]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Iroquois Gas Transmission Co.', 'Shape_Leng': 0.00756454394, 'Shape__Len': 1100.67389241248}",9169
5f16543a4b8c2a921306eeb7,Feature,"{'type': 'LineString', 'coordinates': [[-89.75475, 32.93466], [-89.73082, 32.98752]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'Mississippi Valley Gas Co.', 'Shape_Leng': 0.05803046262, 'Shape__Len': 7502.80396997733}",13642
5f16543c4b8c2a9213072fd8,Feature,"{'type': 'LineString', 'coordinates': [[-103.37152, 41.79917], [-103.00363, 41.6699]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Tallgrass Interstate Gas Transmission', 'Shape_Leng': 0.25104412591, 'Shape__Len': 45266.4267701121}",30313
5f16543c4b8c2a9213073ae2,Feature,"{'type': 'LineString', 'coordinates': [[-96.30972, 31.65041], [-96.31517, 31.64771], [-96.31735, 31.64546], [-96.31953, 31.6423]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'Enbridge Pipelines (East Texas)', 'Shape_Leng': 0.01305009793, 'Shape__Len': 1561.95354493615}",33138
5f16543b4b8c2a92130716a6,Feature,"{'type': 'LineString', 'coordinates': [[-102.35997, 30.96717], [-102.3934, 30.99978], [-102.41247, 31.02565], [-102.4334, 31.06348], [-102.4519, 31.11893]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'Southern Union Gas Services (TX)', 'Shape_Leng': 0.18052544756, 'Shape__Len': 22547.4532659921}",23866
5f16543b4b8c2a9213071c62,Feature,"{'type': 'LineString', 'coordinates': [[-93.7146, 28.09358], [-93.70985, 28.11271], [-93.7044, 28.11598], [-93.69964, 28.11434], [-93.69605, 28.10688]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Texas Gas Transmission Co.', 'Shape_Leng': 0.0393751524, 'Shape__Len': 4796.28088979112}",25323
5f1654394b8c2a921306c89a,Feature,"{'type': 'LineString', 'coordinates': [[-79.84678, 38.89306], [-79.87315, 38.90598]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Columbia Gas Transmission Co.', 'Shape_Leng': 0.0293667262, 'Shape__Len': 3469.20323483291}",3883
5f16543a4b8c2a921306e461,Feature,"{'type': 'LineString', 'coordinates': [[-73.28395, 40.8407], [-73.28287, 40.83735]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Iroquois Gas Transmission Co.', 'Shape_Leng': 0.00352420771, 'Shape__Len': 507.996675583151}",10996
5f16543b4b8c2a9213071479,Feature,"{'type': 'LineString', 'coordinates': [[-96.67429, 34.82899], [-96.67345, 34.82887], [-96.6661, 34.82878], [-96.6656, 34.8279]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Center Point Energy Gas Transmission Co.', 'Shape_Leng': 0.00921508808, 'Shape__Len': 1045.59760305919}",23308
5f16543a4b8c2a9213071006,Feature,"{'type': 'LineString', 'coordinates': [[-122.05158, 39.40518], [-122.04819, 39.42208]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'California Gas Transmission Co.', 'Shape_Leng': 0.0172331216, 'Shape__Len': 2463.61138905484}",22165
5f1654394b8c2a921306c5d5,Feature,"{'type': 'LineString', 'coordinates': [[-90.67136, 29.62637], [-90.63421, 29.61617], [-90.62863, 29.59892], [-90.60353, 29.57711]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Columbia Gulf Pipeline', 'Shape_Leng': 0.08990174888, 'Shape__Len': 10580.5801196229}",3175
5f16543b4b8c2a9213071d52,Feature,"{'type': 'LineString', 'coordinates': [[-98.51021, 35.24019], [-98.55117, 35.15418]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'TransOk Pipeline Co.', 'Shape_Leng': 0.09527052984, 'Shape__Len': 12573.4280678255}",25569
5f16543c4b8c2a92130736ab,Feature,"{'type': 'LineString', 'coordinates': [[-88.54775, 44.04475], [-88.57367, 44.06192]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'ANR Pipeline Co.', 'Shape_Leng': 0.03108692294, 'Shape__Len': 3923.52176911375}",32058
5f16543b4b8c2a92130725c1,Feature,"{'type': 'LineString', 'coordinates': [[-98.3504, 27.48], [-98.42222, 27.49092], [-98.48949, 27.50325], [-98.552, 27.5266]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Transcontinental Gas PL', 'Shape_Leng': 0.20776421359, 'Shape__Len': 23308.7187004833}",27727
5f16543b4b8c2a9213071686,Feature,"{'type': 'LineString', 'coordinates': [[-103.89336, 31.29341], [-103.79352, 31.24039], [-103.75001, 31.21221]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'Southern Union Gas Services (TX)', 'Shape_Leng': 0.16488495088, 'Shape__Len': 19160.5931554405}",23831
5f16543b4b8c2a9213071db5,Feature,"{'type': 'LineString', 'coordinates': [[-97.57798, 36.09754], [-97.48442, 35.99373]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'TransOk Pipeline Co.', 'Shape_Leng': 0.13975360993, 'Shape__Len': 17684.9074275638}",25671
5f16543a4b8c2a921306f394,Feature,"{'type': 'LineString', 'coordinates': [[-92.14477, 30.51398], [-92.1497, 30.55002]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'Louisiana Intrastate Gas Co.', 'Shape_Leng': 0.03636743334, 'Shape__Len': 4688.94318070169}",14884
5f16543b4b8c2a9213072414,Feature,"{'type': 'LineString', 'coordinates': [[-95.83104, 36.77798], [-95.83104, 36.77491], [-95.83104, 36.70809], [-95.83104, 36.69376]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Southern Star Central Gas PL Co.', 'Shape_Leng': 0.084224, 'Shape__Len': 11699.2252256386}",27295
5f16543a4b8c2a9213070b0c,Feature,"{'type': 'LineString', 'coordinates': [[-122.2976, 40.47974], [-122.37696, 40.60717]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'California Gas Transmission Co.', 'Shape_Leng': 0.15011623955, 'Shape__Len': 20651.3098248124}",20892
5f16543a4b8c2a921307076f,Feature,"{'type': 'LineString', 'coordinates': [[-89.11859, 42.06432], [-89.15462, 42.06432]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'Northern Illinois Gas Co.', 'Shape_Leng': 0.036032, 'Shape__Len': 4011.06389226019}",19967
5f16543c4b8c2a9213073984,Feature,"{'type': 'LineString', 'coordinates': [[-98.40909, 27.52666], [-98.34458, 27.52307]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'Kinder Morgan Texas Pipeline Co.', 'Shape_Leng': 0.06461147886, 'Shape__Len': 7195.52127351557}",32785
5f16543c4b8c2a921307330f,Feature,"{'type': 'LineString', 'coordinates': [[-97.99283, 32.53446], [-98.02258, 32.56145]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'Coral Energy Pipeline Co.', 'Shape_Leng': 0.04016612702, 'Shape__Len': 4864.96915149126}",31135
5f16543a4b8c2a921306f016,Feature,"{'type': 'LineString', 'coordinates': [[-78.6249, 41.35776], [-78.6249, 41.33971]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'National Fuel Gas Distribution Co.', 'Shape_Leng': 0.018048, 'Shape__Len': 2676.28560292069}",13976
5f16543b4b8c2a921307144d,Feature,"{'type': 'LineString', 'coordinates': [[-93.82571, 32.52832], [-93.82501, 32.52818], [-93.82491, 32.52816], [-93.81538, 32.52629], [-93.81414, 32.52605], [-93.81335, 32.52458], [-93.81329, 32.52448], [-93.81473, 32.522], [-93.81477, 32.52193], [-93.81485, 32.52178], [-93.81387, 32.5215], [-93.81313, 32.52107], [-93.81048, 32.52018], [-93.80964, 32.5199], [-93.80749, 32.51808], [-93.80857, 32.5193], [-93.80421, 32.51693], [-93.80355, 32.51657], [-93.8035, 32.51654], [-93.8023, 32.51589], [-93.80224, 32.51587], [-93.80221, 32.51586], [-93.80091, 32.51552], [-93.8006, 32.51544], [-93.80027, 32.51535], [-93.79731, 32.51457], [-93.79564, 32.51402], [-93.78918, 32.51219], [-93.78908, 32.51077], [-93.78905, 32.51074], [-93.78904, 32.51073], [-93.78903, 32.51072], [-93.78863, 32.51032], [-93.78746, 32.50951], [-93.78632, 32.50796], [-93.78631, 32.50796], [-93.78416, 32.50796], [-93.78228, 32.50796], [-93.78065, 32.50796], [-93.77899, 32.50796], [-93.7755, 32.50795], [-93.77403, 32.50795], [-93.7738, 32.50795], [-93.77218, 32.50795], [-93.7717, 32.50795], [-93.7715, 32.50795], [-93.7695, 32.50795], [-93.7693, 32.50795], [-93.76742, 32.50795], [-93.76731, 32.50795], [-93.76731, 32.50841], [-93.76595, 32.50841], [-93.76582, 32.50841], [-93.76584, 32.50877], [-93.7659, 32.50908], [-93.7659, 32.50998], [-93.76589, 32.5107], [-93.76527, 32.51081], [-93.76405, 32.51082], [-93.76405, 32.51067]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Center Point Energy Gas Transmission Co.', 'Shape_Leng': 0.07814385552, 'Shape__Len': 9039.07753136536}",23250
5f16543c4b8c2a92130735e4,Feature,"{'type': 'LineString', 'coordinates': [[-99.05476, 35.96866], [-99.05245, 35.96827], [-99.04992, 35.96786], [-99.04159, 35.96331], [-99.03668, 35.95903], [-99.02196, 35.95889]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'ANR Pipeline Co.', 'Shape_Leng': 0.03563532904, 'Shape__Len': 4110.99922848019}",31862
5f16543b4b8c2a92130722f0,Feature,"{'type': 'LineString', 'coordinates': [[-86.16368, 38.96352], [-86.10288, 39.04909]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Texas Gas Transmission Co.', 'Shape_Leng': 0.10496915082, 'Shape__Len': 14002.3877180972}",27009
5f16543b4b8c2a92130716c0,Feature,"{'type': 'LineString', 'coordinates': [[-119.62547, 35.54432], [-119.57606, 35.49171]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'Southern California Gas Co.', 'Shape_Leng': 0.07217168508, 'Shape__Len': 9056.47284614423}",23888
5f16543b4b8c2a921307153a,Feature,"{'type': 'LineString', 'coordinates': [[-95.9765, 34.69174], [-95.98638, 34.70643], [-95.9978, 34.72054], [-96.00084, 34.7235], [-96.00046, 34.72385], [-96.01674, 34.74158], [-96.01703, 34.74177], [-96.01791, 34.74244], [-96.0239, 34.75182], [-96.02386, 34.76439], [-96.02336, 34.77186], [-96.02415, 34.78363], [-96.0244, 34.78835], [-96.02414, 34.78855], [-96.02309, 34.79381], [-96.02267, 34.79719], [-96.0223, 34.80098], [-96.02118, 34.80198], [-96.02091, 34.80534], [-96.02026, 34.80972], [-96.01766, 34.81793], [-96.01681, 34.82532], [-96.01718, 34.82789], [-96.01689, 34.82875], [-96.01599, 34.83316], [-96.01336, 34.88519]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Center Point Energy Gas Transmission Co.', 'Shape_Leng': 0.21219926422, 'Shape__Len': 28005.917507456}",23479
5f16543c4b8c2a9213073c36,Feature,"{'type': 'LineString', 'coordinates': [[-97.38005, 33.31562], [-97.37464, 33.31052], [-97.37409, 33.31005], [-97.37418, 33.30551], [-97.37409, 33.30448]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'Enbridge Pipelines (East Texas)', 'Shape_Leng': 0.01372904975, 'Shape__Len': 1737.19160911521}",33475
5f16543c4b8c2a921307368f,Feature,"{'type': 'LineString', 'coordinates': [[-86.26068, 41.84857], [-86.26264, 41.85619], [-86.26703, 41.86405], [-86.28308, 41.86585], [-86.28848, 41.87263], [-86.32135, 41.87619]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'ANR Pipeline Co.', 'Shape_Leng': 0.07475800604, 'Shape__Len': 9115.48446213903}",32031
5f16543b4b8c2a9213071a6e,Feature,"{'type': 'LineString', 'coordinates': [[-91.96211, 34.22543], [-91.96288, 34.22545], [-91.96288, 34.22556]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Center Point Energy Gas Transmission Co.', 'Shape_Leng': 0.00088518721, 'Shape__Len': 101.221714875433}",24832
5f16543a4b8c2a9213071198,Feature,"{'type': 'LineString', 'coordinates': [[-89.5849, 39.62573], [-89.52218, 39.68051]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Panhandle Eastern Pipe Line Co.', 'Shape_Leng': 0.08327715807, 'Shape__Len': 10558.8582429209}",22567
5f16543b4b8c2a9213072d43,Feature,"{'type': 'LineString', 'coordinates': [[-95.50894, 37.75909], [-95.32467, 37.75974]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Southern Star Central Gas PL Co.', 'Shape_Leng': 0.18426614997, 'Shape__Len': 20512.490783645}",29650
5f16543a4b8c2a921307034e,Feature,"{'type': 'LineString', 'coordinates': [[-96.41216, 40.78387], [-96.46106, 40.82125]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Northern Natural Gas Co.', 'Shape_Leng': 0.06154497698, 'Shape__Len': 7735.55562265669}",18908
5f16543c4b8c2a9213073d73,Feature,"{'type': 'LineString', 'coordinates': [[-96.11613, 31.43098], [-96.24587, 31.41622], [-96.38381, 31.41255], [-96.40688, 31.41154], [-96.40883, 31.41182]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'Energy Transfer LP', 'Shape_Leng': 0.29362522751, 'Shape__Len': 32724.5370108469}",33797
5f16543a4b8c2a921306eef5,Feature,"{'type': 'LineString', 'coordinates': [[-90.40038, 32.84768], [-90.57293, 32.84768]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'Mississippi Valley Gas Co.', 'Shape_Leng': 0.172544, 'Shape__Len': 19207.5102194361}",13699
5f16543b4b8c2a921307282f,Feature,"{'type': 'LineString', 'coordinates': [[-96.0391, 27.8539], [-96.089, 27.8129]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Transcontinental Gas PL', 'Shape_Leng': 0.06458335699, 'Shape__Len': 7582.50007911408}",28349
5f16543a4b8c2a921306f71f,Feature,"{'type': 'LineString', 'coordinates': [[-112.27952, 48.75571], [-112.27921, 48.75441]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'Northwestern Energy Co.', 'Shape_Leng': 0.00134103878, 'Shape__Len': 222.920569126986}",15788
5f16543c4b8c2a9213073abc,Feature,"{'type': 'LineString', 'coordinates': [[-92.44645, 27.55272], [-92.43305, 27.59913], [-92.40826, 27.61936], [-92.34928, 27.66814], [-92.30037, 27.84365], [-92.30305, 27.88767], [-92.27979, 27.95477], [-92.27959, 28.02392]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Garden Banks Auger 1 Line', 'Shape_Leng': 0.52329732556, 'Shape__Len': 64598.1327724468}",33072
5f16543c4b8c2a92130732ac,Feature,"{'type': 'LineString', 'coordinates': [[-100.47307, 30.30676], [-100.45511, 30.2998]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'Oasis / Energy Transfer LP', 'Shape_Leng': 0.01926749413, 'Shape__Len': 2192.24444672905}",31033
5f16543a4b8c2a921306f6eb,Feature,"{'type': 'LineString', 'coordinates': [[-112.13278, 48.98813], [-112.13544, 48.98776]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'Northwestern Energy Co.', 'Shape_Leng': 0.00268564517, 'Shape__Len': 302.553966699987}",15740
5f16543a4b8c2a92130710aa,Feature,"{'type': 'LineString', 'coordinates': [[-121.36058, 37.6352], [-121.38097, 37.6217]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'California Gas Transmission Co.', 'Shape_Leng': 0.02445573775, 'Shape__Len': 2958.75104596024}",22333
5f16543a4b8c2a921306f59f,Feature,"{'type': 'LineString', 'coordinates': [[-111.47381, 48.72814], [-111.47347, 48.71422]]}","{'TYPEPIPE': 'Intrastate', 'Operator': 'Northwestern Energy Co.', 'Shape_Leng': 0.01392207933, 'Shape__Len': 2348.77411048538}",15410
5f16543a4b8c2a9213070dc8,Feature,"{'type': 'LineString', 'coordinates': [[-78.96371, 41.56058], [-78.92549, 41.56766]]}","{'TYPEPIPE': 'Interstate', 'Operator': 'Tennessee Gas Pipeline', 'Shape_Leng': 0.03887562115, 'Shape__Len': 4383.80656197134}",21584
